#Code  ; Glyph                               ; Prio # Source
0x049F ; kastrokecyrillic                    ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER KA WITH STROKE
0x04A0 ; Kabashkircyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER BASHKIR KA
0x04A1 ; kabashkircyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER BASHKIR KA
0x04A2 ; Endescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER EN WITH DESCENDER
0x04A3 ; endescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER EN WITH DESCENDER
0x04A4 ; Enghecyrillic                       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LIGATURE EN GHE
0x04A5 ; enghecyrillic                       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LIGATURE EN GHE
0x04A6 ; Pemiddlehookcyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK
0x04A7 ; pemiddlehookcyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK
0x04A8 ; Haabkhasiancyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ABKHASIAN HA
0x04A9 ; haabkhasiancyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ABKHASIAN HA
0x04AA ; Esdescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ES WITH DESCENDER
0x04AB ; esdescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ES WITH DESCENDER
0x04AC ; Tedescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER TE WITH DESCENDER
0x04AD ; tedescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER TE WITH DESCENDER
0x04AE ; Ustraightcyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER STRAIGHT U
0x04AF ; ustraightcyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER STRAIGHT U
0x04B0 ; Ustraightstrokecyrillic             ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE
0x04B1 ; ustraightstrokecyrillic             ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
0x04B2 ; Hadescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER HA WITH DESCENDER
0x04B3 ; hadescendercyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER HA WITH DESCENDER
0x04B4 ; Tetsecyrillic                       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LIGATURE TE TSE
0x04B5 ; tetsecyrillic                       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LIGATURE TE TSE
0x04B6 ; Chedescendercyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER CHE WITH DESCENDER
0x04B7 ; chedescendercyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER CHE WITH DESCENDER
0x04B8 ; Cheverticalstrokecyrillic           ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE
0x04B9 ; cheverticalstrokecyrillic           ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE
0x04BA ; Shhacyrillic                        ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER SHHA
0x04BB ; shhacyrillic                        ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER SHHA
0x04BC ; Cheabkhasiancyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ABKHASIAN CHE
0x04BD ; cheabkhasiancyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ABKHASIAN CHE
0x04BE ; Chedescenderabkhasiancyrillic       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ABKHASIAN CHE WITH DESCENDER
0x04BF ; chedescenderabkhasiancyrillic       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER
0x04C0 ; palochkacyrillic                    ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC LETTER PALOCHKA
0x04C1 ; Zhebrevecyrillic                    ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ZHE WITH BREVE
0x04C2 ; zhebrevecyrillic                    ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ZHE WITH BREVE
0x04C3 ; Kahookcyrillic                      ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER KA WITH HOOK
0x04C4 ; kahookcyrillic                      ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER KA WITH HOOK
0x04C7 ; Enhookcyrillic                      ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER EN WITH HOOK
0x04C8 ; enhookcyrillic                      ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER EN WITH HOOK
0x04CB ; Chekhakassiancyrillic               ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER KHAKASSIAN CHE
0x04CC ; chekhakassiancyrillic               ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER KHAKASSIAN CHE
0x04D0 ; Abrevecyrillic                      ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER A WITH BREVE
0x04D1 ; abrevecyrillic                      ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER A WITH BREVE
0x04D2 ; Adieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER A WITH DIAERESIS
0x04D3 ; adieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER A WITH DIAERESIS
0x04D4 ; Aiecyrillic                         ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LIGATURE A IE
0x04D5 ; aiecyrillic                         ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LIGATURE A IE
0x04D6 ; Iebrevecyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER IE WITH BREVE
0x04D7 ; iebrevecyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER IE WITH BREVE
0x04D8 ; Schwacyrillic                       ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER SCHWA
0x04D9 ; afii10846                           ; 0    # Adobe Glyph List FN (v1.3) # CYRILLIC SMALL LETTER SCHWA
0x04D9 ; schwacyrillic                       ; 6    # Adobe Glyph List (Sept/02)
0x04DA ; Schwadieresiscyrillic               ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS
0x04DB ; schwadieresiscyrillic               ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS
0x04DC ; Zhedieresiscyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS
0x04DD ; zhedieresiscyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ZHE WITH DIAERESIS
0x04DE ; Zedieresiscyrillic                  ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS
0x04DF ; zedieresiscyrillic                  ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ZE WITH DIAERESIS
0x04E0 ; Dzeabkhasiancyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER ABKHASIAN DZE
0x04E1 ; dzeabkhasiancyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER ABKHASIAN DZE
0x04E2 ; Imacroncyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER I WITH MACRON
0x04E3 ; imacroncyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER I WITH MACRON
0x04E4 ; Idieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER I WITH DIAERESIS
0x04E5 ; idieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER I WITH DIAERESIS
0x04E6 ; Odieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER O WITH DIAERESIS
0x04E7 ; odieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER O WITH DIAERESIS
0x04E8 ; Obarredcyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER BARRED O
0x04E9 ; obarredcyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER BARRED O
0x04EA ; Obarreddieresiscyrillic             ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS
0x04EB ; obarreddieresiscyrillic             ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS
0x04EE ; Umacroncyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER U WITH MACRON
0x04EF ; umacroncyrillic                     ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER U WITH MACRON
0x04F0 ; Udieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER U WITH DIAERESIS
0x04F1 ; udieresiscyrillic                   ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER U WITH DIAERESIS
0x04F2 ; Uhungarumlautcyrillic               ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE
0x04F3 ; uhungarumlautcyrillic               ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE
0x04F4 ; Chedieresiscyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS
0x04F5 ; chedieresiscyrillic                 ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER CHE WITH DIAERESIS
0x04F8 ; Yerudieresiscyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS
0x04F9 ; yerudieresiscyrillic                ; 0    # Adobe Glyph List (Sept/02) # CYRILLIC SMALL LETTER YERU WITH DIAERESIS
0x0531 ; Aybarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER AYB
0x0532 ; Benarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER BEN
0x0533 ; Gimarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER GIM
0x0534 ; Daarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER DA
0x0535 ; Echarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER ECH
0x0536 ; Zaarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER ZA
0x0537 ; Eharmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER EH
0x0538 ; Etarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER ET
0x0539 ; Toarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER TO
0x053A ; Zhearmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER ZHE
0x053B ; Iniarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER INI
0x053C ; Liwnarmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER LIWN
0x053D ; Xeharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER XEH
0x053E ; Caarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER CA
0x053F ; Kenarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER KEN
0x0540 ; Hoarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER HO
0x0541 ; Jaarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER JA
0x0542 ; Ghadarmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER GHAD
0x0543 ; Cheharmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER CHEH
0x0544 ; Menarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER MEN
0x0545 ; Yiarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER YI
0x0546 ; Nowarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER NOW
0x0547 ; Shaarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER SHA
0x0548 ; Voarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER VO
0x0549 ; Chaarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER CHA
0x054A ; Peharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER PEH
0x054B ; Jheharmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER JHEH
0x054C ; Raarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER RA
0x054D ; Seharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER SEH
0x054E ; Vewarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER VEW
0x054F ; Tiwnarmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER TIWN
0x0550 ; Reharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER REH
0x0551 ; Coarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER CO
0x0552 ; Yiwnarmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER YIWN
0x0553 ; Piwrarmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER PIWR
0x0554 ; Keharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER KEH
0x0555 ; Oharmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER OH
0x0556 ; Feharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN CAPITAL LETTER FEH
0x0559 ; ringhalfleftarmenian                ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN MODIFIER LETTER LEFT HALF RING
0x055A ; apostrophearmenian                  ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN APOSTROPHE
0x055B ; emphasismarkarmenian                ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN EMPHASIS MARK
0x055C ; exclamarmenian                      ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN EXCLAMATION MARK
0x055D ; commaarmenian                       ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN COMMA
0x055E ; questionarmenian                    ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN QUESTION MARK
0x055F ; abbreviationmarkarmenian            ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN ABBREVIATION MARK
0x0561 ; aybarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER AYB
0x0562 ; benarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER BEN
0x0563 ; gimarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER GIM
0x0564 ; daarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER DA
0x0565 ; echarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER ECH
0x0566 ; zaarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER ZA
0x0567 ; eharmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER EH
0x0568 ; etarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER ET
0x0569 ; toarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER TO
0x056A ; zhearmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER ZHE
0x056B ; iniarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER INI
0x056C ; liwnarmenian                        ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER LIWN
0x056D ; xeharmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER XEH
0x056E ; caarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER CA
0x056F ; kenarmenian                         ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER KEN
0x0570 ; hoarmenian                          ; 0    # Adobe Glyph List (Sept/02) # ARMENIAN SMALL LETTER HO
